"ring","sex","year","site","site_recode","Difsite","survival","capture","Lrecapture","time_SLC","time_SFC","age_class","age_est","age_est_4eq5","age_cat","prop_occ","mean_occ","rel_occ","suc_av","suc_mean","rel_suc","mean_temp","mean_mean_temp","rel_mean_temp","total_precip","mean_total_precip","rel_total_precip"
"Z632988","M",2016,"DUN","DUN",0,0,1,0,0,0,6,-999,-999,"O",0.166666666666667,0.287878787878788,-0.121212121212121,0.5,1.45833333333333,-0.958333333333333,1.40586776859504,0.633832339791356,0.772035428803685,301.91,444.612,-142.702
"Z632989","M",2016,"GLF","GLF",0,0,1,0,0,0,5,1,1,"Y",1,0.825757575757576,0.174242424242424,6.16666666666667,3.76515151515152,2.40151515151515,1.36561983471074,0.765126270153096,0.600493564557648,288.44,411.841,-123.401
"Z632990","F",2016,"GLF","GLF",0,0,1,0,0,0,6,-999,-999,"O",1,0.825757575757576,0.174242424242424,6.16666666666667,3.76515151515152,2.40151515151515,1.36561983471074,0.765126270153096,0.600493564557648,288.44,411.841,-123.401
"Z632991","M",2016,"BAD","BAD",0,0,1,0,0,0,6,-999,-999,"O",0.833333333333333,0.803030303030303,0.0303030303030304,5.5,4.57272727272727,0.927272727272728,1.54553719008264,0.861713995393578,0.683823194689067,325.44,441.534,-116.094
"Z632992","F",2016,"BLG","BLG",0,0,1,0,0,0,5,1,1,"Y",1,0.943181818181818,0.0568181818181818,3.66666666666667,6.03030303030303,-2.36363636363636,1.42462809917355,0.62631696247121,0.798311136702344,248.7,347.819,-99.119
"Z632993","M",2016,"KCZ","KCK/KCZ",0,1,1,0,0,0,5,1,1,"Y",0.666666666666667,0.545454545454545,0.121212121212121,2.58333333333333,2.96969696969697,-0.386363636363636,1.04876033057851,0.201431005283837,0.847329325294676,264.685,362.8245,-98.1395
"Z632993","M",2017,"KCK","KCK/KCZ",NA,1,0,NA,1,1,-999,2,2,"O",0.3125,0.545454545454545,-0.232954545454545,1.375,2.96969696969697,-1.59469696969697,-1.07714876033058,0.201431005283837,-1.27857976561442,227.935,362.8245,-134.8895
"Z632993","M",2018,"KCK","KCK/KCZ",1,0,1,1,2,2,6,3,3,"O",0.4375,0.545454545454545,-0.107954545454545,3.125,2.96969696969697,0.15530303030303,0.600206611570248,0.201431005283837,0.398775606286411,230.685,362.8245,-132.1395
"Z632994","M",2016,"DNM","DNM",0,1,1,0,0,0,5,1,1,"Y",0.333333333333333,0.46969696969697,-0.136363636363636,2.16666666666667,2.03787878787879,0.128787878787878,0.230743801652893,-0.671809714130877,0.902553515783769,401.1,477.932,-76.832
"Z632994","M",2017,"DNM","DNM",0,0,1,0,1,1,6,2,2,"O",0.25,0.46969696969697,-0.21969696969697,1.5,2.03787878787879,-0.537878787878788,-1.96917355371901,-0.671809714130877,-1.29736383958813,278.31,477.932,-199.622
"Z632995","F",2016,"DNM","DNM",0,0,1,0,0,0,6,-999,-999,"O",0.333333333333333,0.46969696969697,-0.136363636363636,2.16666666666667,2.03787878787879,0.128787878787878,0.230743801652893,-0.671809714130877,0.902553515783769,401.1,477.932,-76.832
"Z632996","F",2016,"RTH","RTH",0,0,1,0,0,0,6,-999,-999,"O",0.5,0.491666666666667,0.00833333333333336,3.33333333333333,3.025,0.308333333333334,0.593719008264463,-0.112241566183444,0.705960574447907,262.03,325.631111111111,-63.6011111111112
"Z632997","F",2016,"KCK","KCK/KCZ",0,1,1,0,0,0,5,1,1,"Y",0.666666666666667,0.545454545454545,0.121212121212121,2.58333333333333,2.96969696969697,-0.386363636363636,1.04876033057851,0.201431005283837,0.847329325294676,264.685,362.8245,-98.1395
"Z632997","F",2017,"KCK","KCK/KCZ",0,0,1,0,1,1,6,2,2,"O",0.3125,0.545454545454545,-0.232954545454545,1.375,2.96969696969697,-1.59469696969697,-1.07714876033058,0.201431005283837,-1.27857976561442,227.935,362.8245,-134.8895
"Z632998","F",2016,"KCK","KCK/KCZ",0,1,1,0,0,0,6,-999,-999,"O",0.666666666666667,0.545454545454545,0.121212121212121,2.58333333333333,2.96969696969697,-0.386363636363636,1.04876033057851,0.201431005283837,0.847329325294676,264.685,362.8245,-98.1395
"Z632998","F",2017,"KCK","KCK/KCZ",0,1,1,0,1,1,6,-999,-999,"O",0.3125,0.545454545454545,-0.232954545454545,1.375,2.96969696969697,-1.59469696969697,-1.07714876033058,0.201431005283837,-1.27857976561442,227.935,362.8245,-134.8895
"Z632998","F",2018,"KCK","KCK/KCZ",0,0,1,0,1,2,6,-999,-999,"O",0.4375,0.545454545454545,-0.107954545454545,3.125,2.96969696969697,0.15530303030303,0.600206611570248,0.201431005283837,0.398775606286411,230.685,362.8245,-132.1395
"Z632999","M",2016,"KCK","KCK/KCZ",0,0,1,0,0,0,5,1,1,"Y",0.666666666666667,0.545454545454545,0.121212121212121,2.58333333333333,2.96969696969697,-0.386363636363636,1.04876033057851,0.201431005283837,0.847329325294676,264.685,362.8245,-98.1395
"Z633000","M",2016,"NEW","NEW",0,0,1,0,0,0,5,1,1,"Y",0.666666666666667,0.553030303030303,0.113636363636364,3.33333333333333,2.95833333333333,0.375,0.445123966942149,-0.444887278146593,0.890011245088741,319.26,414.056,-94.796
"Z869020","M",2023,"NEW","NEW",0,0,1,0,0,0,5,1,1,"Y",0.875,0.553030303030303,0.321969696969697,5.5,2.95833333333333,2.54166666666667,-0.40483606557377,-0.444887278146593,0.0400512125728221,416.78,414.056,2.72399999999999
"_APR7092","M",2022,"FOF","FOF",0,1,1,0,0,0,5,1,1,"Y",0.75,0.909090909090909,-0.159090909090909,3.25,5.6969696969697,-2.4469696969697,1.85537190082645,2.08564970871156,-0.23027780788511,306.73,318.008,-11.278
"_APR7092","M",2023,"FOF","FOF",0,0,1,0,1,1,6,2,2,"O",0.875,0.909090909090909,-0.0340909090909091,6.25,5.6969696969697,0.553030303030303,2.61081967213115,2.08564970871156,0.525169963419591,377,318.008,58.992
"_APR7093","F",2021,"SER","SER",0,1,1,0,0,0,6,-999,-999,"O",1,0.975,0.025,6.875,6.4,0.475,2.03842975206612,1.48219128693793,0.556238465128182,240.17,320.511111111111,-80.3411111111111
"_APR7093","F",2022,"SER","SER",NA,1,0,NA,1,1,-999,-999,-999,"O",1,0.975,0.025,7.125,6.4,0.725,1.2104958677686,1.48219128693793,-0.271695419169339,288.76,320.511111111111,-31.7511111111111
"_APR7093","F",2023,"SER","SER",0,0,1,1,2,2,6,-999,-999,"O",1,0.975,0.025,7,6.4,0.6,2.0344262295082,1.48219128693793,0.552234942570263,414.13,320.511111111111,93.6188888888889
"_APR7094","F",2021,"SER","SER",0,1,1,0,0,0,5,1,1,"Y",1,0.975,0.025,6.875,6.4,0.475,2.03842975206612,1.48219128693793,0.556238465128182,240.17,320.511111111111,-80.3411111111111
"_APR7094","F",2022,"SER","SER",0,0,1,0,1,1,6,2,2,"O",1,0.975,0.025,7.125,6.4,0.725,1.2104958677686,1.48219128693793,-0.271695419169339,288.76,320.511111111111,-31.7511111111111
"_APR7095","F",2021,"SER","SER",0,0,1,0,0,0,5,1,1,"Y",1,0.975,0.025,6.875,6.4,0.475,2.03842975206612,1.48219128693793,0.556238465128182,240.17,320.511111111111,-80.3411111111111
"_APR7096","M",2021,"MCH","MCH",0,1,1,0,0,0,6,-999,-999,"O",0.666666666666667,0.663636363636364,0.00303030303030294,4,4.13333333333333,-0.133333333333334,1.65396694214876,1.03736587183308,0.616601070315675,261.17,342.901,-81.731
"_APR7096","M",2022,"MCH","MCH",0,0,1,0,1,1,6,-999,-999,"O",0.5,0.663636363636364,-0.163636363636364,2.16666666666667,4.13333333333333,-1.96666666666667,0.812644628099174,1.03736587183308,-0.224721243733911,314.43,342.901,-28.471
"_APR7098","M",2021,"PTH","PTH",0,1,1,0,0,0,5,1,1,"Y",1,0.833333333333333,0.166666666666667,7.125,5.52651515151515,1.59848484848485,1.73404958677686,1.15592148760331,0.578128099173554,244.44,312.002,-67.562
"_APR7098","M",2022,"PTH","PTH",0,1,1,0,1,1,6,2,2,"O",0.625,0.833333333333333,-0.208333333333333,2.375,5.52651515151515,-3.15151515151515,0.859504132231405,1.15592148760331,-0.296417355371901,289.07,312.002,-22.932
"_APR7098","M",2023,"PTH","PTH",0,1,1,0,1,2,6,3,3,"O",0.875,0.833333333333333,0.0416666666666666,4.5,5.52651515151515,-1.02651515151515,1.71959016393443,1.15592148760331,0.56366867633112,397.92,312.002,85.918
"_APR7108","M",2022,"SER","SER",0,1,1,0,0,0,5,1,1,"Y",1,0.975,0.025,7.125,6.4,0.725,1.2104958677686,1.48219128693793,-0.271695419169339,288.76,320.511111111111,-31.7511111111111
"_APR7108","M",2023,"SER","SER",0,1,1,0,1,1,6,2,2,"O",1,0.975,0.025,7,6.4,0.6,2.0344262295082,1.48219128693793,0.552234942570263,414.13,320.511111111111,93.6188888888889
"_APR7116","F",2021,"PTH","PTH",0,1,1,0,0,0,6,-999,-999,"O",1,0.833333333333333,0.166666666666667,7.125,5.52651515151515,1.59848484848485,1.73404958677686,1.15592148760331,0.578128099173554,244.44,312.002,-67.562
"_APR7116","F",2022,"PTH","PTH",0,0,1,0,1,1,6,-999,-999,"O",0.625,0.833333333333333,-0.208333333333333,2.375,5.52651515151515,-3.15151515151515,0.859504132231405,1.15592148760331,-0.296417355371901,289.07,312.002,-22.932
"_APR7172","F",2021,"RSY","RSY",0,0,1,0,0,0,5,1,1,"Y",0.875,0.708333333333333,0.166666666666667,5.125,2.325,2.8,2.83760330578512,2.40427712294329,0.433326182841831,223.8,283.688888888889,-59.8888888888889
"_APR7173","M",2021,"RSY","RSY",0,0,1,0,0,0,5,1,1,"Y",0.875,0.708333333333333,0.166666666666667,5.125,2.325,2.8,2.83760330578512,2.40427712294329,0.433326182841831,223.8,283.688888888889,-59.8888888888889
"_APR7179","M",2023,"BAD","BAD",0,0,1,0,0,0,6,-999,-999,"O",1,0.803030303030303,0.196969696969697,5.33333333333333,4.57272727272727,0.760606060606061,1.37811475409836,0.861713995393578,0.516400758704783,530.63,441.534,89.096
"_APR7215","M",2022,"STY","STY",0,1,1,0,0,0,5,1,1,"Y",0.75,0.723484848484849,0.0265151515151515,2.875,4.66666666666667,-1.79166666666667,0.514214876033058,0.835176737569435,-0.320961861536377,308.71,331.33,-22.62
"_APR7215","M",2023,"STY","STY",0,1,1,0,1,1,6,2,2,"O",0.5,0.723484848484849,-0.223484848484849,4.375,4.66666666666667,-0.291666666666667,1.38245901639344,0.835176737569435,0.547282278824008,439.3,331.33,107.97
"_APR7219","M",2021,"PTH","PTH",0,1,1,0,0,0,5,1,1,"Y",1,0.833333333333333,0.166666666666667,7.125,5.52651515151515,1.59848484848485,1.73404958677686,1.15592148760331,0.578128099173554,244.44,312.002,-67.562
"_APR7219","M",2022,"PTH","PTH",NA,1,0,NA,1,1,-999,2,2,"O",0.625,0.833333333333333,-0.208333333333333,2.375,5.52651515151515,-3.15151515151515,0.859504132231405,1.15592148760331,-0.296417355371901,289.07,312.002,-22.932
"_APR7219","M",2023,"PTH","PTH",0,0,1,1,2,2,6,3,3,"O",0.875,0.833333333333333,0.0416666666666666,4.5,5.52651515151515,-1.02651515151515,1.71959016393443,1.15592148760331,0.56366867633112,397.92,312.002,85.918
"_APR7220","F",2021,"PTH","PTH",0,0,1,0,0,0,5,1,1,"Y",1,0.833333333333333,0.166666666666667,7.125,5.52651515151515,1.59848484848485,1.73404958677686,1.15592148760331,0.578128099173554,244.44,312.002,-67.562
"_APR7221","M",2021,"SER","SER",0,0,1,0,0,0,5,1,1,"Y",1,0.975,0.025,6.875,6.4,0.475,2.03842975206612,1.48219128693793,0.556238465128182,240.17,320.511111111111,-80.3411111111111
"_APR7230","F",2021,"GLF","GLF",0,0,1,0,0,0,5,1,1,"Y",0.875,0.825757575757576,0.0492424242424242,5,3.76515151515152,1.23484848484848,1.34066115702479,0.765126270153096,0.575534886871698,311.53,411.841,-100.311
"_APR7242","M",2021,"FOU","FOU",0,1,1,0,0,0,5,1,1,"Y",0.5,0.590909090909091,-0.0909090909090909,2.375,3.41287878787879,-1.03787878787879,1.42644628099174,1.04009090909091,0.386355371900826,250.32,318.906,-68.586
"_APR7242","M",2022,"FOU","FOU",0,1,1,0,1,1,6,2,2,"O",0.5,0.590909090909091,-0.0909090909090909,1.75,3.41287878787879,-1.66287878787879,0.800578512396694,1.04009090909091,-0.239512396694215,270.86,318.906,-48.046
"_APR7242","M",2023,"FOU","FOU",0,1,1,0,1,2,6,3,3,"O",0.75,0.590909090909091,0.159090909090909,4,3.41287878787879,0.587121212121212,0.536885245901639,1.04009090909091,-0.50320566318927,370.96,318.906,52.054
"_APR7259","F",2021,"DEL","DEL",0,0,1,0,0,0,6,-999,-999,"O",0.75,0.753787878787879,-0.00378787878787878,3.25,4.3030303030303,-1.0530303030303,2.22909090909091,1.93416474732421,0.294926161766698,190.21,249.884,-59.674
"_APR7260","M",2021,"DEL","DEL",0,0,1,0,0,0,5,1,1,"Y",0.75,0.753787878787879,-0.00378787878787878,3.25,4.3030303030303,-1.0530303030303,2.22909090909091,1.93416474732421,0.294926161766698,190.21,249.884,-59.674
"_APR7261","M",2022,"DEL","DEL",0,0,1,0,0,0,6,-999,-999,"O",0.625,0.753787878787879,-0.128787878787879,2.875,4.3030303030303,-1.4280303030303,1.68479338842975,1.93416474732421,-0.249371358894459,229.12,249.884,-20.764
"_APR7268","F",2021,"DEL","DEL",0,0,1,0,0,0,5,1,1,"Y",0.75,0.753787878787879,-0.00378787878787878,3.25,4.3030303030303,-1.0530303030303,2.22909090909091,1.93416474732421,0.294926161766698,190.21,249.884,-59.674
"_APR7276","M",2021,"DEL","DEL",0,0,1,0,0,0,5,1,1,"Y",0.75,0.753787878787879,-0.00378787878787878,3.25,4.3030303030303,-1.0530303030303,2.22909090909091,1.93416474732421,0.294926161766698,190.21,249.884,-59.674
"_APR7277","F",2021,"TAI","TAI",0,1,1,0,0,0,5,1,1,"Y",0.666666666666667,0.757575757575758,-0.0909090909090909,3.33333333333333,3.01515151515152,0.318181818181818,0.425785123966942,0.250288578783363,0.175496545183579,225.47,300.299,-74.829
"_APR7277","F",2022,"TAI","TAI",0,0,1,0,1,1,6,2,2,"O",0.666666666666667,0.757575757575758,-0.0909090909090909,3,3.01515151515152,-0.0151515151515151,0.0185123966942149,0.250288578783363,-0.231776182089148,271.89,300.299,-28.409
"_APR7278","M",2021,"TAI","TAI",0,1,1,0,0,0,5,1,1,"Y",0.666666666666667,0.757575757575758,-0.0909090909090909,3.33333333333333,3.01515151515152,0.318181818181818,0.425785123966942,0.250288578783363,0.175496545183579,225.47,300.299,-74.829
"_APR7278","M",2022,"TAI","TAI",0,0,1,0,1,1,6,2,2,"O",0.666666666666667,0.757575757575758,-0.0909090909090909,3,3.01515151515152,-0.0151515151515151,0.0185123966942149,0.250288578783363,-0.231776182089148,271.89,300.299,-28.409
"_APR7286","F",2021,"TAI","TAI",0,1,1,0,0,0,5,1,1,"Y",0.666666666666667,0.757575757575758,-0.0909090909090909,3.33333333333333,3.01515151515152,0.318181818181818,0.425785123966942,0.250288578783363,0.175496545183579,225.47,300.299,-74.829
"_APR7286","F",2022,"TAI","TAI",0,1,1,0,1,1,6,2,2,"O",0.666666666666667,0.757575757575758,-0.0909090909090909,3,3.01515151515152,-0.0151515151515151,0.0185123966942149,0.250288578783363,-0.231776182089148,271.89,300.299,-28.409
"_APR7286","F",2023,"TAI","TAI",NA,1,0,NA,1,2,-999,3,3,"O",1,0.757575757575758,0.242424242424242,3.66666666666667,3.01515151515152,0.651515151515151,0.290081967213115,0.250288578783363,0.0397933884297521,394.93,300.299,94.631
"_APR7301","F",2021,"BAD","BAD",0,0,1,0,0,0,5,1,1,"Y",0.833333333333333,0.803030303030303,0.0303030303030304,5.16666666666667,4.57272727272727,0.593939393939395,1.36768595041322,0.861713995393578,0.505971955019645,344.3,441.534,-97.234
"_APR7305","F",2021,"DOW","DOW",0,1,1,0,0,0,6,-999,-999,"O",0.875,0.78125,0.09375,5.375,4.046875,1.328125,1.33314049586777,0.81941606828343,0.513724427584338,326.26,427.297142857143,-101.037142857143
"_APR7305","F",2022,"DOW","DOW",0,1,1,0,1,1,6,-999,-999,"O",0.75,0.78125,-0.03125,4.5,4.046875,0.453125,0.519256198347107,0.81941606828343,-0.300159869936323,438.37,427.297142857143,11.0728571428571
"_APR7305","F",2023,"DOW","DOW",0,0,1,0,1,2,6,-999,-999,"O",1,0.78125,0.21875,4.75,4.046875,0.703125,1.37860655737705,0.81941606828343,0.559190489093619,532.72,427.297142857143,105.422857142857
"_APR7306","M",2021,"DOW","DOW",0,0,1,0,0,0,5,1,1,"Y",0.875,0.78125,0.09375,5.375,4.046875,1.328125,1.33314049586777,0.81941606828343,0.513724427584338,326.26,427.297142857143,-101.037142857143
"_APR7313","F",2021,"LVN","LVN",0,1,1,0,0,0,5,1,1,"Y",0.625,0.715909090909091,-0.0909090909090909,2.625,3.88257575757576,-1.25757575757576,1.2703305785124,0.803048841620377,0.46728173689202,318.38,430.132,-111.752
"_APR7313","F",2022,"LVN","LVN",0,1,1,0,1,1,6,2,2,"O",0.75,0.715909090909091,0.0340909090909091,4,3.88257575757576,0.117424242424242,0.465950413223141,0.803048841620377,-0.337098428397236,432.25,430.132,2.11799999999999
"_APR7313","F",2023,"LVN","LVN",0,1,1,0,1,2,6,3,3,"O",0.875,0.715909090909091,0.159090909090909,5.5,3.88257575757576,1.61742424242424,1.32598360655738,0.803048841620377,0.522934764937,524.35,430.132,94.218
"_APR7314","F",2021,"GLF","GLF",0,1,1,0,0,0,6,-999,-999,"O",0.875,0.825757575757576,0.0492424242424242,5,3.76515151515152,1.23484848484848,1.34066115702479,0.765126270153096,0.575534886871698,311.53,411.841,-100.311
"_APR7314","F",2022,"GLF","GLF",0,1,1,0,1,1,6,-999,-999,"O",0.75,0.825757575757576,-0.0757575757575758,3.125,3.76515151515152,-0.640151515151515,0.493884297520661,0.765126270153096,-0.271241972632435,396.28,411.841,-15.561
"_APR7314","F",2023,"GLF","GLF",0,0,1,0,1,2,6,-999,-999,"O",0.5,0.825757575757576,-0.325757575757576,2.5,3.76515151515152,-1.26515151515152,1.32590163934426,0.765126270153096,0.560775369191167,521.19,411.841,109.349
"_APR7315","M",2021,"GLF","GLF",0,0,1,0,0,0,5,1,1,"Y",0.875,0.825757575757576,0.0492424242424242,5,3.76515151515152,1.23484848484848,1.34066115702479,0.765126270153096,0.575534886871698,311.53,411.841,-100.311
"_APR7316","F",2021,"DOW","DOW",0,0,1,0,0,0,5,1,1,"Y",0.875,0.78125,0.09375,5.375,4.046875,1.328125,1.33314049586777,0.81941606828343,0.513724427584338,326.26,427.297142857143,-101.037142857143
"_APR7317","M",2021,"DOW","DOW",0,0,1,0,0,0,6,-999,-999,"O",0.875,0.78125,0.09375,5.375,4.046875,1.328125,1.33314049586777,0.81941606828343,0.513724427584338,326.26,427.297142857143,-101.037142857143
"_APR7335","F",2022,"PIT","PIT",0,0,1,0,0,0,5,1,1,"Y",0.875,0.890625,-0.015625,6.25,5.84375,0.40625,0.0511570247933884,0.31285752995142,-0.261700505158031,328.31,366.294285714286,-37.9842857142857
"_APR7343","M",2022,"SER","SER",0,1,1,0,0,0,5,1,1,"Y",1,0.975,0.025,7.125,6.4,0.725,1.2104958677686,1.48219128693793,-0.271695419169339,288.76,320.511111111111,-31.7511111111111
"_APR7343","M",2023,"SER","SER",0,0,1,0,1,1,6,2,2,"O",1,0.975,0.025,7,6.4,0.6,2.0344262295082,1.48219128693793,0.552234942570263,414.13,320.511111111111,93.6188888888889
"_APR7356","F",2022,"BAD","BAD",0,0,1,0,0,0,6,-999,-999,"O",1,0.803030303030303,0.196969696969697,3.83333333333333,4.57272727272727,-0.739393939393939,0.55099173553719,0.861713995393578,-0.310722259856388,443.24,441.534,1.70600000000002
"_APR7357","M",2022,"EDI","EDI",0,1,1,0,0,0,6,-999,-999,"O",1,0.908333333333333,0.0916666666666667,6.375,5.17916666666667,1.19583333333333,1.70752066115702,1.95644959279833,-0.248928931641301,292.77,322.032222222222,-29.2622222222222
"_APR7357","M",2023,"EDI","EDI",0,1,1,0,1,1,6,-999,-999,"O",0.75,0.908333333333333,-0.158333333333333,4.625,5.17916666666667,-0.554166666666666,2.46598360655738,1.95644959279833,0.509534013759051,380.24,322.032222222222,58.2077777777778
"_APR7388","F",2022,"DNC","DNC",0,0,1,0,0,0,5,1,1,"Y",0.375,0.28030303030303,0.0946969696969697,1.75,1.70075757575758,0.0492424242424243,-1.38099173553719,-1.04339906516732,-0.337592670369869,534.25,625.029,-90.779
"_APR7389","M",2022,"CAL","CAL",0,1,1,0,0,0,6,-999,-999,"O",0.375,0.348484848484849,0.0265151515151515,2.375,2.21590909090909,0.159090909090909,-0.908429752066116,-0.593030822381791,-0.315398929684325,381.52,450.59,-69.07
"_APR7389","M",2023,"CAL","CAL",0,0,1,0,1,1,6,-999,-999,"O",0.5,0.348484848484849,0.151515151515151,2.625,2.21590909090909,0.409090909090909,-0.309672131147541,-0.593030822381791,0.28335869123425,476.91,450.59,26.3200000000001
"_APR7390","F",2022,"CAL","CAL",0,0,1,0,0,0,5,1,1,"Y",0.375,0.348484848484849,0.0265151515151515,2.375,2.21590909090909,0.159090909090909,-0.908429752066116,-0.593030822381791,-0.315398929684325,381.52,450.59,-69.07
"_APR7464","M",2022,"RSY","RSY",0,1,1,0,0,0,5,1,1,"Y",0.75,0.708333333333333,0.0416666666666666,2.25,2.325,-0.0750000000000002,2.1303305785124,2.40427712294329,-0.273946544430896,268.07,283.688888888889,-15.6188888888889
"_APR7464","M",2023,"RSY","RSY",NA,1,0,NA,1,1,-999,2,2,"O",0.375,0.708333333333333,-0.333333333333333,0.75,2.325,-1.575,2.91204918032787,2.40427712294329,0.507772057384576,333.73,283.688888888889,50.0411111111111
"_APR7487","F",2022,"PIT","PIT",0,0,1,0,0,0,5,1,1,"Y",0.875,0.890625,-0.015625,6.25,5.84375,0.40625,0.0511570247933884,0.31285752995142,-0.261700505158031,328.31,366.294285714286,-37.9842857142857
"_APR7531","M",2022,"FOF","FOF",0,1,1,0,0,0,5,1,1,"Y",0.75,0.909090909090909,-0.159090909090909,3.25,5.6969696969697,-2.4469696969697,1.85537190082645,2.08564970871156,-0.23027780788511,306.73,318.008,-11.278
"_APR7531","M",2023,"FOF","FOF",0,0,1,0,1,1,6,2,2,"O",0.875,0.909090909090909,-0.0340909090909091,6.25,5.6969696969697,0.553030303030303,2.61081967213115,2.08564970871156,0.525169963419591,377,318.008,58.992
"_APR7532","F",2022,"FOF","FOF",0,0,1,0,0,0,5,1,1,"Y",0.75,0.909090909090909,-0.159090909090909,3.25,5.6969696969697,-2.4469696969697,1.85537190082645,2.08564970871156,-0.23027780788511,306.73,318.008,-11.278
"_APR7533","M",2022,"LVN","LVN",0,0,1,0,0,0,5,1,1,"Y",0.75,0.715909090909091,0.0340909090909091,4,3.88257575757576,0.117424242424242,0.465950413223141,0.803048841620377,-0.337098428397236,432.25,430.132,2.11799999999999
"_APR7534","F",2022,"LVN","LVN",0,1,1,0,0,0,5,1,1,"Y",0.75,0.715909090909091,0.0340909090909091,4,3.88257575757576,0.117424242424242,0.465950413223141,0.803048841620377,-0.337098428397236,432.25,430.132,2.11799999999999
"_APR7534","F",2023,"LVN","LVN",0,0,1,0,1,1,6,2,2,"O",0.875,0.715909090909091,0.159090909090909,5.5,3.88257575757576,1.61742424242424,1.32598360655738,0.803048841620377,0.522934764937,524.35,430.132,94.218
"_APR7544","M",2022,"EDI","EDI",0,0,1,0,0,0,5,1,1,"Y",1,0.908333333333333,0.0916666666666667,6.375,5.17916666666667,1.19583333333333,1.70752066115702,1.95644959279833,-0.248928931641301,292.77,322.032222222222,-29.2622222222222
"_APR7545","F",2022,"EDI","EDI",0,1,1,0,0,0,5,1,1,"Y",1,0.908333333333333,0.0916666666666667,6.375,5.17916666666667,1.19583333333333,1.70752066115702,1.95644959279833,-0.248928931641301,292.77,322.032222222222,-29.2622222222222
"_APR7545","F",2023,"EDI","EDI",0,0,1,0,1,1,6,2,2,"O",0.75,0.908333333333333,-0.158333333333333,4.625,5.17916666666667,-0.554166666666666,2.46598360655738,1.95644959279833,0.509534013759051,380.24,322.032222222222,58.2077777777778
"_APR7546","M",2022,"EDI","EDI",0,0,1,0,0,0,5,1,1,"Y",1,0.908333333333333,0.0916666666666667,6.375,5.17916666666667,1.19583333333333,1.70752066115702,1.95644959279833,-0.248928931641301,292.77,322.032222222222,-29.2622222222222
"_APR7547","F",2022,"BAD","BAD",0,0,1,0,0,0,5,1,1,"Y",1,0.803030303030303,0.196969696969697,3.83333333333333,4.57272727272727,-0.739393939393939,0.55099173553719,0.861713995393578,-0.310722259856388,443.24,441.534,1.70600000000002
"_APR7548","F",2022,"DOW","DOW",0,0,1,0,0,0,5,1,1,"Y",0.75,0.78125,-0.03125,4.5,4.046875,0.453125,0.519256198347107,0.81941606828343,-0.300159869936323,438.37,427.297142857143,11.0728571428571
"_APR7549","M",2022,"DOW","DOW",0,1,1,0,0,0,5,1,1,"Y",0.75,0.78125,-0.03125,4.5,4.046875,0.453125,0.519256198347107,0.81941606828343,-0.300159869936323,438.37,427.297142857143,11.0728571428571
"_APR7549","M",2023,"DOW","DOW",0,0,1,0,1,1,6,2,2,"O",1,0.78125,0.21875,4.75,4.046875,0.703125,1.37860655737705,0.81941606828343,0.559190489093619,532.72,427.297142857143,105.422857142857
"_APR7557","F",2022,"LVN","LVN",0,1,1,0,0,0,5,1,1,"Y",0.75,0.715909090909091,0.0340909090909091,4,3.88257575757576,0.117424242424242,0.465950413223141,0.803048841620377,-0.337098428397236,432.25,430.132,2.11799999999999
"_APR7557","F",2023,"LVN","LVN",0,1,1,0,1,1,6,2,2,"O",0.875,0.715909090909091,0.159090909090909,5.5,3.88257575757576,1.61742424242424,1.32598360655738,0.803048841620377,0.522934764937,524.35,430.132,94.218
"_APR7566","F",2022,"BLG","BLG",0,0,1,0,0,0,5,1,1,"Y",0.75,0.943181818181818,-0.193181818181818,5.25,6.03030303030303,-0.78030303030303,0.320495867768595,0.62631696247121,-0.305821094702615,293.18,347.819,-54.639
"_APR7589","F",2022,"PIT","PIT",0,0,1,0,0,0,5,1,1,"Y",0.875,0.890625,-0.015625,6.25,5.84375,0.40625,0.0511570247933884,0.31285752995142,-0.261700505158031,328.31,366.294285714286,-37.9842857142857
"_APR7601","M",2023,"KCZ","KCK/KCZ",0,0,1,0,0,0,5,1,1,"Y",0.6875,0.545454545454545,0.142045454545455,3.6875,2.96969696969697,0.71780303030303,0.696516393442623,0.201431005283837,0.495085388158786,401.975,362.8245,39.1505
"_APR7613","M",2022,"PIT","PIT",0,0,1,0,0,0,5,1,1,"Y",0.875,0.890625,-0.015625,6.25,5.84375,0.40625,0.0511570247933884,0.31285752995142,-0.261700505158031,328.31,366.294285714286,-37.9842857142857
"_APR7641","F",2023,"MCH","MCH",0,0,1,0,0,0,5,1,1,"Y",1,0.663636363636364,0.336363636363636,6.66666666666667,4.13333333333333,2.53333333333333,1.61688524590164,1.03736587183308,0.579519374068554,445.12,342.901,102.219
"_APR7652","M",2022,"PTH","PTH",0,1,1,0,0,0,5,1,1,"Y",0.625,0.833333333333333,-0.208333333333333,2.375,5.52651515151515,-3.15151515151515,0.859504132231405,1.15592148760331,-0.296417355371901,289.07,312.002,-22.932
"_APR7652","M",2023,"PTH","PTH",0,1,1,0,1,1,6,2,2,"O",0.875,0.833333333333333,0.0416666666666666,4.5,5.52651515151515,-1.02651515151515,1.71959016393443,1.15592148760331,0.56366867633112,397.92,312.002,85.918
