"ring","year","site","box","age","sex","wing","tarsus","mass","date","time","ringer","season","history","notes","catching","X"
"AXH7893",2023,"FOF",1,6,"M",64,NA,9.61,149,"08:08","MS","spring",1,NA,NA,NA
"ATR0501",2023,"LVN",7,6,"F",63,NA,10.58,149,"10:02","MS","spring",0,NA,NA,NA
"AXH7214",2023,"LVN",7,6,"M",63,NA,10.12,149,"10:02","MS","spring",1,NA,NA,NA
"AXH7219",2023,"MCH",6,6,"M",65,NA,10.65,149,"11:32","MS","spring",1,NA,NA,NA
"AXH9981",2023,"MCH",6,6,"F",63,NA,10.34,149,"11:32","MS","spring",1,NA,NA,NA
"ATR0509",2023,"MCH",4,6,"M",66,NA,10.63,149,"11:55","MS","spring",0,NA,NA,NA
"ATR0510",2023,"MCH",4,5,"F",62,NA,10.42,149,"11:55","MS","spring",0,NA,NA,NA
"ATR0511",2023,"PTH",2,5,"F",59,NA,10.64,149,"13:39","MS","spring",0,NA,NA,NA
"_APR7652",2023,"PTH",2,6,"M",63,NA,NA,149,"13:39","MS","spring",1,"MASS MISSED",NA,NA
"ATR0431",2023,"RSY",6,6,"F",63,NA,10.61,149,"07:31","FH","spring",0,NA,NA,NA
"ATR0442",2023,"MCH",3,5,"M",65,NA,10.25,149,"12:35","FH","spring",0,NA,NA,NA
"ATR0500",2023,"PTH",6,5,"F",63,NA,12.8,149,"14:23","FH","spring",0,"NO WEIGHING POT, WEIGHED IN BAG (PROBABLY INACCURATE)",NA,NA
"ATR0307",2023,"DNC",6,5,"M",64,NA,10,150,"08:59","FH","spring",0,NA,NA,NA
"AXH7976",2023,"STY",2,6,"F",63,NA,10.59,150,"12:34","MS","spring",1,NA,NA,NA
"ATR0580",2023,"MCH",3,5,"F",60,NA,9.89,150,"14:20","MS","spring",0,NA,NA,NA
"_APR7314",2023,"GLF",2,6,"F",63,NA,11.86,150,"15:22","MS","spring",1,NA,NA,NA
"AXH7953",2023,"GLF",2,6,"M",63,NA,10.73,150,"15:22","MS","spring",1,NA,NA,NA
"AHD7068",2023,"DOW",3,6,"M",65,NA,10.24,150,"16:45","FH","spring",1,"Male in previous years",NA,NA
"AXH7151",2023,"MCH",5,6,"M",65,NA,10.48,151,"09:11","FH","spring",1,NA,NA,NA
"_APR7219",2023,"PTH",6,6,"M",64,NA,10.87,151,"10:26","PCO","spring",1,NA,NA,NA
"S921846",2023,"BLG",1,6,"M",65,NA,10.84,151,"13:00","FH","spring",1,NA,NA,NA
"ATR0341",2023,"DNM",8,6,"F",61,NA,10.43,151,"15:19","PCO","spring",0,NA,NA,NA
"ATR0588",2023,"BLA",7,5,"F",60,NA,10.45,151,"14:09","FH","spring",0,NA,NA,NA
"ATR0589",2023,"BLA",7,5,"M",64,NA,11.06,151,"15:09","FH","spring",0,NA,NA,NA
"_APR8727",2023,"DNC",2,6,"F",62,NA,10.31,151,"16:46","FH","spring",1,"not entered in 2023 due to previous entry not being in",NA,NA
"_APR8212",2023,"DNC",2,6,"M",65,NA,11.02,151,"17:46","FH","spring",1,NA,NA,NA
"ATR0365",2023,"KCK",4,6,"M",66,NA,10.78,152,"09:30","PCO","spring",0,NA,NA,NA
"ARD6433",2023,"GLF",5,6,"F",63,NA,10.89,152,"12:47","PCO","spring",1,"couldn't enter in 2023, unsure why",NA,NA
"_APR8730",2023,"GLF",5,6,"M",63,NA,11.16,152,"12:47","PCO","spring",1,NA,NA,NA
"ARR8624",2023,"GLF",7,6,"M",63,NA,10.42,152,"13:14","FH","spring",0,NA,NA,NA
"AXH9941",2023,"GLF",7,6,"F",NA,NA,10.94,152,"13:19","FH","spring",1,NA,NA,NA
"ATR0373",2023,"DOW",2,6,"F",62,NA,10.13,152,"15:59","PCO","spring",0,NA,NA,NA
"AHD7856",2023,"DOW",5,6,"M",65,NA,11.14,152,"15:15","FH","spring",1,NA,NA,NA
"AXH8069",2023,"DOW",5,6,"F",63,NA,10.26,152,"15:15","FH","spring",1,NA,NA,NA
"ARR8625",2023,"LVN",4,6,"F",62,NA,NA,153,"08:40","FH","spring",0,"MASS MISSED",NA,NA
"ARR8626",2023,"LVN",4,6,"M",67,NA,11.26,153,"08:40","FH","spring",0,NA,NA,NA
"ARR8627",2023,"BLG",8,6,"M",64,NA,11.09,153,"11:55","FH","spring",0,NA,NA,NA
"ARR8628",2023,"DNM",5,5,"M",65,NA,11.3,153,"14:46","FH","spring",0,NA,NA,NA
"AXH8659",2023,"DNC",6,6,"F",65,NA,9.81,153,"15:43","FH","spring",1,NA,NA,NA
"ATR0381",2023,"DNM",1,6,"M",64,NA,11,153,"14:15","PCO","spring",0,NA,NA,NA
"_APR7677",2023,"DNM",1,6,"F",65,NA,10.82,153,"14:15","PCO","spring",1,NA,NA,NA
"ATR0377",2023,"LVN",5,6,"M",65,NA,10.63,153,"08:34","PCO","spring",0,NA,NA,NA
"ATR0378",2023,"BLA",6,6,"M",66,NA,10.69,153,"12:49","PCO","spring",0,NA,NA,NA
"ATR0379",2023,"BLA",6,6,"F",62,NA,11,153,"12:49","PCO","spring",0,NA,NA,NA
"ATR0382",2023,"NEW",7,6,"F",63,NA,10.34,154,"06:32","PCO","spring",0,NA,NA,NA
"ARD6615",2023,"NEW",7,6,"M",64,NA,10.34,154,"06:32","PCO","spring",1,NA,NA,NA
"ATR0383",2023,"KCK",8,6,"M",66,NA,10.22,154,"09:30","PCO","spring",0,NA,"net",NA
"ATR0384",2023,"KCK",8,6,"F",62,NA,10.34,154,"09:30","PCO","spring",0,NA,"net",NA
"AXH8912",2023,"KCK",4,6,"F",65,NA,10.45,154,"09:55","FH","spring",1,NA,"net",NA
"_APR7729",2023,"KCK",6,6,"F",63,NA,11.26,154,"10:42","PCO","spring",1,NA,"net",NA
"AXH9868",2023,"KCK",6,6,"M",64,NA,10.24,154,"10:42","PCO","spring",1,NA,"net",NA
"ATR0385",2023,"PIT",7,6,"F",60,NA,10.25,154,"11:46","PCO","spring",0,NA,"net",NA
"ATR0386",2023,"PIT",7,6,"M",65,NA,11.06,154,"11:46","PCO","spring",0,NA,"net",NA
"ARR8629",2023,"NEW",6,5,"M",64,NA,9.47,154,"06:24","FH","spring",0,NA,NA,NA
"ARR8630",2023,"NEW",6,5,"F",62,NA,10.73,154,"06:24","FH","spring",0,NA,NA,NA
"ARD7770",2023,"NEW",5,6,"F",62,NA,9.82,154,"06:47","FH","spring",1,NA,NA,NA
"Z869020",2023,"NEW",5,5,"M",63,NA,10.43,154,"06:47","FH","spring",1,NA,NA,NA
"AXH9868",2023,"KCK",5,6,"M",63,NA,10.39,154,"09:22","FH","spring",1,"Previosly recorded as male",NA,NA
"ARR8636",2023,"KCK",5,5,"M",61,NA,10.16,154,"09:22","FH","spring",0,NA,NA,NA
"AXH9355",2023,"PIT",1,6,"M",65,NA,10.47,154,"11:31","FH","spring",1,NA,NA,NA
"ARR8645",2023,"PIT",1,6,"F",65,NA,11.63,154,"11:31","FH","spring",0,NA,NA,NA
"ARR8653",2023,"STY",6,6,"M",66,NA,11.32,154,"14:26","FH","spring",0,NA,NA,NA
"AXH9505",2023,"GLF",6,6,"F",62,NA,10.82,154,"16:06","PCO","spring",1,NA,"net",NA
"ARR8665",2023,"PTH",8,6,"F",62,NA,10.6,155,"10:48","MS","spring",0,NA,NA,NA
"ARR8656",2023,"BLG",3,6,"F",60,NA,10.68,155,"12:57","MS","spring",0,NA,NA,NA
"ARR8658",2023,"BLA",1,5,"F",60,NA,10.96,155,"15:20","MS","spring",0,NA,NA,NA
"AXH9869",2023,"BLA",1,6,"M",61,NA,11.12,155,"15:20","MS","spring",1,NA,NA,NA
"ARR8659",2023,"DNM",2,6,"M",62,NA,10.77,155,"16:47","MS","spring",0,NA,NA,NA
"ARR8661",2023,"DNM",2,5,"F",60,NA,NA,155,"16:47","MS","spring",0,"MASS MISSED",NA,NA
"_APR7722",2023,"DNS",1,6,"F",62,NA,11.02,155,"18:44","MS","spring",1,NA,NA,NA
"ARR8662",2023,"DNS",1,5,"M",65,NA,11.03,155,"18:44","MS","spring",0,NA,NA,NA
"ARR8663",2023,"NEW",1,5,"M",61,NA,10.99,156,"07:22","MS","spring",0,NA,NA,NA
"ARR8664",2023,"NEW",2,5,"F",60,NA,9.62,156,"07:53","MS","spring",0,NA,NA,NA
"ARR8666",2023,"NEW",2,6,"M",64,NA,10.56,156,"07:53","MS","spring",0,NA,NA,NA
"ARR8668",2023,"CRU",1,5,"M",63,NA,10.51,156,"08:56","MS","spring",0,NA,NA,NA
"ARR8669",2023,"CRU",1,5,"F",60,NA,9.89,156,"08:56","MS","spring",0,NA,NA,NA
"ATR0400",2023,"BLG",1,6,"F",63,NA,8.33,155,"13:34","PCO","spring",0,NA,NA,NA
"_APR8732",2023,"BLA",2,6,"M",63,NA,10.78,155,"15:29","PCO","spring",1,NA,NA,NA
"_APR8731",2023,"BLA",2,6,"F",61,NA,10.54,155,"15:29","PCO","spring",1,NA,NA,NA
"_APR7721",2023,"DNM",8,6,"M",64,NA,10.32,155,"16:25","PCO","spring",1,NA,NA,NA
"_APR8445",2023,"DNM",5,5,"F",60,NA,10.64,155,"16:25","PCO","spring",0,NA,NA,NA
"_APR8453",2023,"NEW",8,6,"F",63,NA,10.57,156,"07:31","PCO","spring",0,NA,NA,NA
"AXH9465",2023,"NEW",8,6,"M",63,NA,10.04,156,"07:31","PCO","spring",1,NA,NA,NA
"_APR8459",2023,"DLW",1,5,"F",61,NA,10.34,156,"09:41","PCO","spring",0,NA,NA,NA
"_APR8460",2023,"CAL",4,5,"M",65,NA,10.73,156,"10:49","PCO","spring",0,NA,NA,NA
"_APR8461",2023,"KCK",3,5,"F",61,NA,10.02,156,"12:10","PCO","spring",0,NA,NA,NA
"_APR8462",2023,"PIT",8,6,"F",61,NA,9.96,156,"13:44","PCO","spring",0,NA,NA,NA
"AXH9394",2023,"PIT",8,6,"M",67,NA,11.82,156,"13:44","PCO","spring",1,NA,NA,NA
"ARR8670",2023,"CAL",5,6,"F",61,NA,10.23,156,"10:36","MS","spring",0,NA,NA,NA
"_APR7389",2023,"CAL",5,6,"M",66,NA,10.86,156,"10:36","MS","spring",1,NA,NA,NA
"_APR8733",2023,"KCK",1,6,"F",64,NA,11.47,156,"11:40","MS","spring",1,NA,NA,NA
"ARR8671",2023,"KCK",1,5,"M",62,NA,10.22,156,"11:40","MS","spring",0,NA,NA,NA
"_APR7724",2023,"PIT",2,6,"F",62,NA,11.53,156,"13:41","MS","spring",1,NA,NA,NA
"_APR7725",2023,"PIT",2,6,"M",64,NA,11.37,156,"13:41","MS","spring",1,NA,NA,NA
"_APR8477",2023,"BLG",8,5,"F",62,NA,11.13,157,"12:24","FH","spring",0,NA,NA,NA
"S921228",2023,"DNM",4,6,"M",64,NA,NA,157,"13:31","FH","spring",1,"MASS MISSED",NA,NA
"_APR8479",2023,"DNM",4,6,"F",61,NA,10.28,157,"13:31","FH","spring",0,NA,NA,NA
"_APR8488",2023,"NEW",1,5,"F",61,NA,10.03,158,"06:05","FH","spring",0,NA,NA,NA
"ATR0607",2023,"CRU",4,5,"M",64,NA,10.66,158,"07:17","MS","spring",0,NA,NA,NA
"ATR0608",2023,"CRU",4,5,"F",59,NA,10.66,158,"07:17","MS","spring",0,NA,NA,NA
"ATR0618",2023,"PIT",4,5,"M",65,NA,11.21,158,"11:31","MS","spring",0,NA,NA,NA
"ATR0619",2023,"PIT",4,5,"F",61,NA,11.42,158,"11:31","MS","spring",0,NA,NA,NA
"AXH8631",2023,"PIT",3,6,"F",61,NA,10.82,158,"12:14","MS","spring",1,NA,NA,NA
"ARR8801",2023,"KCZ",7,5,"F",63,NA,11.21,158,"10:42","FH","spring",0,NA,NA,NA
"_APR7601",2023,"KCZ",7,5,"M",65,NA,10.38,158,"10:42","FH","spring",1,NA,NA,NA
"ARR8804",2023,"PIT",6,6,"M",65,NA,10.82,158,"12:05","FH","spring",0,NA,NA,NA
"ARR8805",2023,"DUN",5,6,"M",62,NA,10.28,158,"13:42","FH","spring",0,NA,NA,NA
"_APR8401",2023,"DLW",1,6,"M",64,NA,10.56,159,"14:47","FH","spring",1,NA,"net",NA
"AXH8303",2023,"CRU",3,6,"M",65,NA,10.27,160,"08:13","FH","spring",1,NA,NA,NA
"_APR7695",2023,"KCZ",3,6,"F",62,NA,9.77,160,"10:30","PCO","spring",1,NA,NA,NA
"_APR7694",2023,"KCZ",3,6,"M",66,NA,11,160,"10:30","PCO","spring",1,NA,NA,NA
"_APR7696",2023,"PIT",3,6,"M",66,NA,10.61,160,"12:07","PCO","spring",1,NA,"net",NA
"ATR0622",2023,"KCZ",1,5,"M",62,NA,10.1,160,"10:40","FH","spring",0,"ORIGINALLY SEXED AS F, RECAUGHT OTHER BIRD WHO WAS DEFINITELY F BUT NEVER RECAUGHT THIS BIRD",NA,NA
"ATR0623",2023,"PIT",5,6,"F",62,NA,9.57,160,"11:50","FH","spring",0,NA,NA,NA
"ATR0624",2023,"PIT",5,5,"M",65,NA,10.45,160,"11:50","FH","spring",0,NA,NA,NA
"_APR7665",2023,"DUN",5,6,"F",62,NA,10.49,160,"13:38","FH","spring",1,NA,"net",NA
"ATR0632",2023,"BIR",2,6,"M",63,NA,11.36,161,"11:19","MS","spring",0,NA,NA,NA
"ATR0633",2023,"BIR",2,6,"F",62,NA,11.09,161,"11:19","MS","spring",0,NA,NA,NA
"_APR8204",2023,"DNC",4,5,"F",60,NA,10.94,161,"14:47","MS","spring",1,NA,NA,NA
"ARR8818",2023,"DNS",4,5,"F",62,NA,10.78,161,"15:32","PCO","spring",0,NA,"net",NA
"ATR0634",2023,"FSH",1,5,"M",62,NA,10.34,161,"17:06","MS","spring",0,NA,NA,NA
"ATR0635",2023,"FSH",8,6,"F",60,NA,9.81,161,"17:22","MS","spring",0,NA,NA,NA
"ATR0636",2023,"FSH",8,6,"M",66,NA,11.2,161,"17:22","MS","spring",0,NA,NA,NA
"ARR8820",2023,"FSH",6,6,"F",62,NA,10.45,161,"17:37","PCO","spring",0,NA,NA,NA
"ARR8821",2023,"KCZ",8,5,"F",60,NA,9.77,162,"10:20","PCO","spring",0,NA,NA,NA
"ARR8822",2023,"KCZ",1,6,"F",61,NA,10.02,162,"10:54","PCO","spring",0,NA,"net",NA
"_APR8189",2023,"BAD",1,6,"M",64,NA,10.61,162,"16:44","MS","spring",1,NA,NA,NA
"_APR7641",2023,"MCH",2,5,"F",61,NA,10.52,163,"10:36","MS","spring",1,NA,NA,NA
"ARR8823",2023,"BIR",7,5,"F",63,NA,10.16,163,"12:37","FH","spring",0,NA,NA,NA
"ARR8829",2023,"KCZ",8,5,"M",62,NA,10.51,164,"10:10","FH","spring",0,NA,NA,NA
"ARR8830",2023,"PIT",6,6,"F",63,NA,10.01,164,"11:30","FH","spring",0,NA,NA,NA
"ARD7649",2023,"DUN",2,6,"F",62,NA,10.67,164,"12:31","FH","spring",1,NA,NA,NA
"_APR7666",2023,"DUN",2,6,"M",64,NA,9.44,166,"13:38","MS","spring",1,NA,NA,NA
"AXH8304",2023,"CRU",3,6,"F",62,NA,10.32,168,"07:37","PCO","spring",1,"NET, think may be AXH8304, as AXH8305 was last recorded as a male at DNS",NA,NA
"ATR0654",2023,"CAL",3,5,"F",61,NA,10.29,168,"08:43","FH","spring",0,NA,NA,NA
"_APR8194",2023,"CAL",3,6,"M",64,NA,10.83,169,"14:00","MS","spring",1,NA,NA,NA
"ATR0443",2023,"SER",8,6,"M",66,NA,11.62,171,"09:22","PCO","spring",0,NA,NA,NA
"ATR0444",2023,"SER",8,6,"F",62,NA,10.73,171,"09:22","PCO","spring",0,NA,NA,NA
"_APR8825",2023,"FOU",7,5,"F",61,NA,10.34,135,"10:18","ABP","spring",0,NA,NA,NA
"_APR7830",2023,"FOU",7,6,"M",66,NA,10.76,135,"10:18","ABP","spring",1,NA,NA,NA
"_APR8872",2023,"FOU",1,5,"M",64,NA,11.62,143,"09:40","ABP","spring",0,NA,NA,NA
"_APR7829",2023,"FOU",1,6,"F",64,NA,10.96,143,"09:40","ABP","spring",1,NA,"net",NA
"_APR7242",2023,"FOU",4,6,"M",67,NA,11.73,143,"09:59","ABP","spring",1,NA,"net",NA
"_APR7828",2023,"FOU",4,6,"F",63,NA,10.76,143,"09:59","ABP","spring",1,NA,"net",NA
"ARD7323",2023,"DEL",1,6,"M",63,NA,9.91,143,"11:09","ABP","spring",1,NA,"net",NA
"_APR8876",2023,"DEL",1,6,"F",65,NA,10.5,143,"11:09","ABP","spring",0,NA,"net",NA
"AXH8472",2023,"DEL",3,6,"F",63,NA,10.63,143,"11:42","ABP","spring",1,NA,"net",NA
"_APR7926",2023,"DEL",3,6,"M",66,NA,10.27,143,"11:42","ABP","spring",1,NA,"net",NA
"_APR7793",2023,"ALN",2,6,"M",66,NA,10.39,143,"15:51","ABP","spring",0,NA,"net",NA
"ARD7974",2023,"ALN",4,6,"M",65,NA,10.86,143,"16:18","ABP","spring",1,NA,"net",NA
"_APR7799",2023,"ALN",4,6,"F",63,NA,11.44,143,"16:18","ABP","spring",0,NA,"net",NA
"_APR8769",2023,"DOW",4,6,"M",65,NA,11.46,144,"11:33","ABP","spring",0,NA,NA,NA
"_APR8770",2023,"DOW",4,6,"F",61,NA,NA,144,"11:33","ABP","spring",0,NA,NA,NA
"ARD6744",2023,"DOW",7,6,"M",68,NA,10.44,144,"12:00","ABP","spring",1,NA,"net",NA
"_APR8784",2023,"FOU",5,5,"F",63,NA,10.34,149,"06:53","ABP","spring",0,NA,NA,NA
"_APR8785",2023,"FOU",5,5,"M",63,NA,10.51,149,"06:53","ABP","spring",0,NA,NA,NA
"_APR8786",2023,"FOU",8,5,"F",62,NA,10.4,149,"07:06","ABP","spring",0,NA,NA,NA
"_APR8787",2023,"DEL",2,5,"F",61,NA,10.26,149,"08:13","ABP","spring",0,NA,NA,NA
"_APR8788",2023,"DEL",2,5,"M",64,NA,NA,149,"08:13","ABP","spring",0,NA,NA,NA
"_APR8789",2023,"DEL",5,6,"F",63,NA,11.19,149,"08:28","ABP","spring",0,NA,NA,NA
"_APR8790",2023,"DEL",5,5,"M",65,NA,10.65,149,"08:28","ABP","spring",0,NA,NA,NA
"AXH7114",2023,"TAI",5,6,"M",62,NA,10.77,149,"09:08","ABP","spring",1,NA,NA,NA
"_APR8799",2023,"TAI",5,6,"F",62,NA,11.26,149,"09:08","ABP","spring",0,NA,NA,NA
"_APR8800",2023,"TAI",4,5,"M",62,NA,9.73,149,"09:18","ABP","spring",0,NA,NA,NA
"ATR0008",2023,"TAI",4,6,"F",62,NA,10.99,149,"09:18","ABP","spring",0,NA,NA,NA
"AHD7789",2023,"TAI",6,6,"M",67,NA,10.43,149,"09:38","ABP","spring",1,NA,"net",NA
"ATR0009",2023,"TAI",6,5,"F",61,NA,10.72,149,"09:38","ABP","spring",0,NA,NA,NA
"ATR0032",2023,"DOR",1,6,"F",63,NA,10.4,149,"10:43","ABP","spring",0,NA,NA,NA
"_APR8051",2023,"DOR",1,6,"M",63,NA,10.12,149,"10:43","ABP","spring",1,NA,NA,NA
"ATR0041",2023,"DOR",6,5,"M",61,NA,10.29,149,"11:06","ABP","spring",0,NA,NA,NA
"_APR7838",2023,"OSP",5,6,"F",63,NA,10.74,149,"11:50","ABP","spring",1,NA,NA,NA
"AXH9852",2023,"MUN",6,6,"M",66,NA,10.1,149,"14:41","ABP","spring",1,NA,NA,NA
"ATR0084",2023,"MUN",5,5,"F",62,NA,11.27,149,"14:54","ABP","spring",0,NA,NA,NA
"ATR0098",2023,"ART",1,6,"F",61,NA,10.2,149,"15:36","ABP","spring",0,NA,NA,NA
"ATR0099",2023,"ART",2,5,"M",63,NA,9.8,149,"15:55","ABP","spring",0,NA,NA,NA
"AXH8389",2023,"ART",7,6,"F",64,NA,11.17,149,"16:05","ABP","spring",1,NA,NA,NA
"AXH8390",2023,"ART",7,6,"M",64,NA,10.46,149,"16:05","ABP","spring",1,NA,NA,NA
"ATR0119",2023,"ART",6,5,"F",62,NA,10.59,149,"16:50","ABP","spring",0,NA,NA,NA
"ATR0162",2023,"HWP",6,5,"M",62,NA,11.01,150,"10:06","ABP","spring",0,NA,"net",NA
"AXH8194",2023,"HWP",6,6,"F",63,NA,10.67,150,"10:06","ABP","spring",1,NA,"net",NA
"ATR0163",2023,"HWP",1,5,"F",62,NA,10.12,150,"10:26","ABP","spring",0,NA,"net",NA
"ATR0164",2023,"HWP",1,5,"M",63,NA,10.67,150,"10:26","ABP","spring",0,NA,"net",NA
"_APR8194",2023,"CAL",1,6,"M",65,NA,10.97,150,"11:47","ABP","spring",1,NA,"net",NA
"_APR7676",2023,"BLG",2,6,"M",65,NA,10.65,150,"12:37","ABP","spring",1,NA,"net",NA
"ATR0165",2023,"RSY",1,6,"M",64,NA,10.95,151,"06:57","ABP","spring",0,NA,NA,NA
"ATR0166",2023,"RSY",1,6,"F",62,NA,10.5,151,"06:57","ABP","spring",0,NA,NA,NA
"ATR0167",2023,"FOF",2,5,"F",63,NA,10.97,151,"07:29","ABP","spring",0,NA,NA,NA
"_APR7531",2023,"FOF",2,6,"M",65,NA,10.58,151,"07:29","ABP","spring",1,NA,"net",NA
"_APR7313",2023,"LVN",2,6,"F",61,NA,11.08,151,"08:00","ABP","spring",1,NA,NA,NA
"_APR7742",2023,"LVN",2,6,"M",66,NA,10.23,151,"08:00","ABP","spring",1,NA,NA,NA
"_APR7534",2023,"LVN",3,6,"F",62,NA,10.84,151,"08:10","ABP","spring",1,NA,NA,NA
"AXH7208",2023,"BAD",2,6,"M",64,NA,10.51,151,"08:46","ABP","spring",1,NA,"net",NA
"ATR0168",2023,"MCH",1,6,"F",65,NA,10.2,153,"07:12","ABP","spring",0,NA,"net",NA
"AXH8835",2023,"MCH",1,5,"M",64,NA,10.49,153,"07:12","ABP","spring",1,NA,"net",NA
"ATR0169",2023,"MCH",5,6,"F",64,NA,9.78,153,"07:38","ABP","spring",0,NA,"net",NA
"AXH7960",2023,"BIR",1,6,"F",63,NA,10.92,153,"08:52","ABP","spring",1,NA,"net",NA
"ATR0170",2023,"BIR",1,5,"M",65,NA,10.34,153,"08:52","ABP","spring",0,NA,NA,NA
"AXH7765",2023,"BIR",3,6,"M",64,NA,10.07,153,"09:16","ABP","spring",1,NA,"net",NA
"AXH9605",2023,"BLG",5,6,"F",60,NA,10.39,153,"10:20","ABP","spring",1,NA,"net",NA
"AXH9013",2023,"BLG",5,6,"M",67,NA,10.94,153,"10:20","ABP","spring",1,NA,"net",NA
"AXH9108",2023,"BLG",6,6,"F",62,NA,10.71,153,"11:00","ABP","spring",1,NA,"net",NA
"AXH7143",2023,"BLG",6,6,"M",66,NA,11.16,153,"11:00","ABP","spring",1,NA,"net",NA
"_APR7699",2023,"BAD",2,6,"F",63,NA,10.83,154,"15:20","ABP","spring",1,NA,NA,NA
"_APR7179",2023,"BAD",4,6,"M",66,NA,11.46,154,"15:26","ABP","spring",1,NA,NA,NA
"AXH7800",2023,"BAD",4,6,"F",64,NA,12.23,154,"15:26","ABP","spring",1,NA,NA,NA
"ATR0173",2023,"BAD",3,6,"F",63,NA,11.2,154,"15:50","ABP","spring",0,NA,"net",NA
"_APR7731",2023,"BAD",3,6,"M",66,NA,10.63,154,"15:50","ABP","spring",1,NA,"net",NA
"AXH8071",2023,"DOW",6,6,"F",64,NA,11.78,154,"16:21","ABP","spring",1,NA,"net",NA
"_APR7549",2023,"DOW",6,6,"M",66,NA,11.41,154,"16:21","ABP","spring",1,NA,"net",NA
"_APR7810",2023,"ART",1,6,"M",63,NA,8.97,155,"06:36","ABP","spring",1,NA,"net",NA
"ATR0175",2023,"ART",2,5,"F",62,NA,10.26,155,"06:46","ABP","spring",0,NA,"net",NA
"ATR0176",2023,"ART",3,6,"M",64,NA,10.75,155,"07:00","ABP","spring",0,NA,"net",NA
"ATR0177",2023,"ART",3,6,"F",62,NA,10.72,155,"07:00","ABP","spring",0,NA,"net",NA
"AXH9809",2023,"ART",5,6,"M",65,NA,10.38,155,"07:24","ABP","spring",1,NA,"net",NA
"AXH7121",2023,"ART",5,6,"F",63,NA,10.55,155,"07:24","ABP","spring",1,NA,"net",NA
"AXH9827",2023,"ART",6,6,"M",66,NA,11.4,155,"07:47","ABP","spring",1,NA,"net",NA
"ATR0192",2023,"FOU",2,6,"F",65,NA,11.09,155,"08:15","ABP","spring",0,NA,"net",NA
"ATR0193",2023,"DEL",6,5,"F",61,NA,10.2,155,"09:02","ABP","spring",0,NA,"net",NA
"AXH8483",2023,"DEL",6,5,"M",60,NA,9.49,155,"09:02","ABP","spring",1,NA,"net",NA
"ATR0194",2023,"TAI",1,5,"M",65,NA,10.24,155,"09:35","ABP","spring",0,NA,NA,NA
"ATR0197",2023,"TAI",1,5,"F",61,NA,9.7,155,"09:35","ABP","spring",0,NA,"net",NA
"ATR0195",2023,"TAI",3,5,"F",61,NA,10.37,155,"09:42","ABP","spring",0,NA,"net",NA
"ATR0196",2023,"TAI",3,5,"M",63,NA,10.19,155,"09:42","ABP","spring",0,NA,"net",NA
"AHD7790",2023,"TAI",2,6,"M",67,NA,10.48,155,"10:18","ABP","spring",1,NA,"net",NA
"AXH7754",2023,"TAI",2,6,"F",64,NA,10.7,155,"10:18","ABP","spring",1,NA,"net",NA
"ATR0198",2023,"DOR",2,5,"F",60,NA,10.09,155,"11:14","ABP","spring",0,NA,"net",NA
"ATR0199",2023,"DOR",6,5,"F",60,NA,9.96,155,"11:35","ABP","spring",0,NA,"net",NA
"_APR7837",2023,"OSP",5,6,"M",66,NA,10.5,155,"12:11","ABP","spring",1,NA,"net",NA
"ATR0209",2023,"OSP",4,6,"F",62,NA,10.07,155,"12:38","ABP","spring",0,NA,"net",NA
"ATR0210",2023,"OSP",4,6,"M",65,NA,11.01,155,"12:38","ABP","spring",0,NA,"net",NA
"ATR0216",2023,"OSP",2,5,"F",62,NA,11.13,155,"12:54","ABP","spring",0,NA,NA,NA
"_APR7814",2023,"OSP",2,5,"M",65,NA,10.71,155,"12:54","ABP","spring",1,NA,NA,NA
"ATR0237",2023,"SPD",5,5,"F",61,NA,11.96,155,"13:41","ABP","spring",0,NA,NA,NA
"ATR0238",2023,"SPD",5,5,"M",63,NA,11.05,155,"13:41","ABP","spring",0,NA,NA,NA
"ATR0245",2023,"ALN",5,5,"F",62,NA,10.28,155,"15:16","ABP","spring",0,NA,NA,NA
"ATR0246",2023,"MUN",3,5,"F",63,NA,10.74,155,"16:05","ABP","spring",0,NA,"net",NA
"AXH8486",2023,"MUN",6,6,"F",63,NA,10.9,155,"16:29","ABP","spring",1,NA,"net",NA
"AXH8240",2023,"INS",4,6,"F",61,NA,10.31,156,"06:12","ABP","spring",1,NA,NA,NA
"ATR0260",2023,"INS",4,6,"M",67,NA,10.63,156,"06:12","ABP","spring",0,NA,NA,NA
"ATR0287",2023,"FSH",5,6,"F",62,NA,10.39,156,"07:11","ABP","spring",0,NA,NA,NA
"_APR8035",2023,"FSH",5,6,"M",65,NA,NA,156,"07:11","ABP","spring",1,NA,NA,NA
"ATR0295",2023,"RTH",1,6,"M",63,NA,10.31,156,"07:54","ABP","spring",0,NA,NA,NA
"_APR8129",2023,"RTH",6,6,"F",63,NA,10.67,156,"08:08","ABP","spring",1,NA,NA,NA
"_APR8137",2023,"RTH",6,6,"M",66,NA,11.87,156,"08:08","ABP","spring",1,NA,NA,NA
"ATR0296",2023,"RTH",4,6,"M",65,NA,10.16,156,"08:13","ABP","spring",0,NA,NA,NA
"ARD7391",2023,"AVI",6,6,"M",66,NA,10.39,156,"09:14","ABP","spring",1,NA,NA,NA
"ARR9008",2023,"AVI",6,6,"F",64,NA,10.73,156,"09:14","ABP","spring",0,NA,NA,NA
